CODIGO,NUMERO,REFERENCIA,CANTIDADCOMPRA,UNIDADESCONSUMOCONTENIDAS,PRECIO,IMPORTELINEA,PRODUCTO,DAY,MONTH,YEAR,MONTH_YEAR,DAY_MONTH_YEAR,MONTH_NAME,TIPOCOMPRA_Compra menor,TIPOCOMPRA_Concurso,TGL_ALMACENABLE,TGL_TRANSITO,REGION,HOSPITAL,DEPARTMENT,PUR_CLUSTER,HOSP_CLUSTER
27,739304/16,47,600,10,20.9,1254.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,8,8,16,816,8816,8-August,1,0,1,0,0,13,1,1,1
0,587814/17,39,4,1,9.9,39.6,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,8,8,17,817,8817,8-August,1,0,0,1,0,14,32,3,0
9,587133/17,12,2800,400,44.0,308.0,APÓSITO TRANSPARENTE ADHESIVO-24,8,8,17,817,8817,8-August,1,0,1,0,0,18,1,0,1
18,587443/17,9,1300,10,17.259,2243.67,APOSITO MALLADO C/ PARAFINA-38,8,8,17,817,8817,8-August,0,1,1,0,0,13,1,2,1
27,587259/17,47,200,10,20.9,418.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,8,8,17,817,8817,8-August,1,0,1,0,0,10,1,1,1
30,587433/17,14,50,10,132.0,660.0,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,8,8,17,817,8817,8-August,1,0,1,0,0,10,1,1,1
0,847202/18,39,10,1,9.9,99.0,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,8,8,18,818,8818,8-August,1,0,0,1,0,11,134,3,0
10,846991/18,20,50,5,13.497,134.97,APOSITO DE HIDROCOLOIDE C/ PLATA-2,8,8,18,818,8818,8-August,1,0,0,1,0,0,51,3,0
20,846557/18,30,1002,3,1.8513,618.3342,APOSITO DE HIDROCOLOIDE-9,8,8,18,818,8818,8-August,1,0,1,0,0,0,2,1,1
36,846559/18,15,60,10,47.3,283.8,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,8,8,18,818,8818,8-August,1,0,1,0,0,0,2,1,1
23,720125/19,27,35,5,6.599996,46.199972,APOSITO DE HIDROCOLOIDE-3,8,8,19,819,8819,8-August,0,1,1,0,0,18,1,2,1
12,720192/19,35,960,480,83.96784,167.93568,APÓSITO ABSORBENTE C/ ADHESIVO-23,8,8,19,819,8819,8-August,0,1,1,0,0,18,1,2,1
18,720224/19,9,1200,10,17.259,2071.08,APOSITO MALLADO C/ PARAFINA-38,8,8,19,819,8819,8-August,0,1,1,0,0,13,1,2,1
27,720131/19,47,500,10,20.9,1045.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,8,8,19,819,8819,8-August,1,0,1,0,0,13,1,1,1
27,720141/19,47,140,10,20.9,292.6,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,8,8,19,819,8819,8-August,1,0,1,0,0,10,1,1,1
0,948440/22,39,60,1,13.189,791.34,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,8,8,22,822,8822,8-August,1,0,0,1,0,7,0,3,0
4,947515/22,22,690,30,198.002475,4554.056925,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,8,8,22,822,8822,8-August,0,1,1,0,0,10,1,2,1
5,944737/22,40,5,5,12.1,12.1,APOSITO DE HIDROFIBRA  / CINTA-18,8,8,22,822,8822,8-August,1,0,0,1,0,14,12,3,0
31,947998/22,17,60,5,11.99,143.88,APOSITO DE HIDROCOLOIDE-7,8,8,22,822,8822,8-August,0,1,1,0,0,10,1,2,1
43,944289/22,65,5,5,510.4,510.4,EQ. DE PRESION NEGATIVA / Espuma de poliuretano con plata-35,8,8,22,822,8822,8-August,1,0,0,1,0,11,112,3,0
6,947998/22,46,340,10,42.349958,1439.898572,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-10,8,8,22,822,8822,8-August,0,1,1,0,0,10,1,2,1
8,948537/22,52,600,50,13.749996,164.999952,APÓSITO TRANSPARENTE ADHESIVO-20,8,8,22,822,8822,8-August,0,1,1,0,0,18,1,2,1
9,948535/22,51,1600,100,9.900001,158.400016,APÓSITO TRANSPARENTE ADHESIVO-24,8,8,22,822,8822,8-August,0,1,1,0,0,10,1,2,1
9,948537/22,51,1600,100,9.900001,158.400016,APÓSITO TRANSPARENTE ADHESIVO-24,8,8,22,822,8822,8-August,0,1,1,0,0,18,1,2,1
11,948288/22,3,600,300,27.588,55.176,APÓSITO ABSORBENTE C/ ADHESIVO-22,8,8,22,822,8822,8-August,0,1,1,0,0,10,1,2,1
11,948288/22,3,600,300,27.588,55.176,APÓSITO ABSORBENTE C/ ADHESIVO-22,8,8,22,822,8822,8-August,0,1,1,0,0,10,1,2,1
16,948543/22,23,700,70,227.15154,2271.5154,APOSITO MALLADO C/ SILICONA-0,8,8,22,822,8822,8-August,0,1,1,0,0,7,3,2,1
19,948274/22,18,100,50,235.51,471.02,APOSITO DE ESPUMA POLIURETANO / SACRO-11,8,8,22,822,8822,8-August,1,0,1,0,0,10,1,1,1
20,947968/22,30,240,3,0.989571,79.16568,APOSITO DE HIDROCOLOIDE-9,8,8,22,822,8822,8-August,0,1,1,0,0,10,1,2,1
20,947865/22,30,501,3,0.989571,165.258357,APOSITO DE HIDROCOLOIDE-9,8,8,22,822,8822,8-August,0,1,1,0,0,13,1,2,1
20,947866/22,30,135,3,0.989571,44.530695,APOSITO DE HIDROCOLOIDE-9,8,8,22,822,8822,8-August,0,1,1,0,0,4,1,2,1
21,948461/22,21,5000,1000,11.19217,55.96085,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,8,8,22,822,8822,8-August,1,0,1,0,0,18,1,0,1
22,947865/22,36,200,10,12.87,257.4,APOSITO DE ALGINATO C/ PLATA-6,8,8,22,822,8822,8-August,0,1,1,0,0,13,1,2,1
24,947865/22,26,200,10,4.6178,92.356,APOSITO DE HIDROCOLOIDE-6,8,8,22,822,8822,8-August,0,1,1,0,0,13,1,2,1
25,948447/22,11,200,10,53.68,1073.6,APOSITO DE FIBRAS DE POLIACRILATO-3,8,8,22,822,8822,8-August,0,1,1,0,0,7,3,2,1
25,948454/22,11,140,10,53.68,751.52,APOSITO DE FIBRAS DE POLIACRILATO-3,8,8,22,822,8822,8-August,0,1,1,0,0,13,1,2,1
26,947512/22,10,390,10,34.98,1364.22,APOSITO MALLADO C/ PARAFINA-39,8,8,22,822,8822,8-August,0,1,1,0,0,10,1,2,1
26,948447/22,10,1000,10,34.98,3498.0,APOSITO MALLADO C/ PARAFINA-39,8,8,22,822,8822,8-August,0,1,1,0,0,7,3,2,1
27,948002/22,47,1000,10,18.59,1859.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,8,8,22,822,8822,8-August,0,1,1,0,0,13,1,2,1
31,948002/22,17,150,50,119.9,359.7,APOSITO DE HIDROCOLOIDE-7,8,8,22,822,8822,8-August,0,1,1,0,0,13,1,2,1
35,947968/22,28,20,10,20.899808,41.799616,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,8,8,22,822,8822,8-August,0,1,1,0,0,10,1,2,1
36,948447/22,15,100,10,47.19,471.9,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,8,8,22,822,8822,8-August,0,1,1,0,0,7,3,2,1
36,948454/22,15,300,10,47.19,1415.7,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,8,8,22,822,8822,8-August,0,1,1,0,0,13,1,2,1
37,944663/22,16,10,10,62.595,62.595,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-3,8,8,22,822,8822,8-August,0,1,0,1,0,14,36,3,0
7,964350/23,45,400,100,527.9985,2111.994,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,8,8,23,823,8823,8-August,1,0,1,0,0,13,1,1,1
24,964352/23,26,200,10,4.6178,92.356,APOSITO DE HIDROCOLOIDE-6,8,8,23,823,8823,8-August,1,0,1,0,0,13,1,1,1
25,965782/23,11,200,10,53.68,1073.6,APOSITO DE FIBRAS DE POLIACRILATO-3,8,8,23,823,8823,8-August,1,0,1,0,0,13,1,1,1
44,965288/23,48,5,1,145.2,726.0,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,8,8,23,823,8823,8-August,1,0,0,1,0,9,74,3,0
44,966146/23,48,5,1,145.2,726.0,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,8,8,23,823,8823,8-August,1,0,0,1,0,11,152,3,0
23,795371/15,25,170,5,8.250039,280.501326,APOSITO DE HIDROCOLOIDE-3,8,10,15,1015,81015,10-October,1,0,1,0,0,10,1,1,1
9,795309/15,12,1600,400,44.0,176.0,APÓSITO TRANSPARENTE ADHESIVO-24,8,10,15,1015,81015,10-October,1,0,1,0,0,10,1,1,1
9,795300/15,12,3200,400,44.0,352.0,APÓSITO TRANSPARENTE ADHESIVO-24,8,10,15,1015,81015,10-October,1,0,1,0,0,18,1,0,1
19,795538/15,18,200,50,215.325,861.3,APOSITO DE ESPUMA POLIURETANO / SACRO-11,8,10,15,1015,81015,10-October,0,1,1,0,0,0,2,2,1
27,795500/15,47,200,10,20.9,418.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,8,10,15,1015,81015,10-October,1,0,1,0,0,0,2,1,1
0,993514/18,39,5,1,9.9,49.5,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,8,10,18,1018,81018,10-October,1,0,0,1,0,18,172,3,0
5,993539/18,40,50,5,12.1,121.0,APOSITO DE HIDROFIBRA  / CINTA-18,8,10,18,1018,81018,10-October,1,0,0,1,0,18,173,3,0
15,993916/18,37,285,5,5.24537,298.98609,HIDROGEL-37,8,10,18,1018,81018,10-October,1,0,1,0,0,10,1,1,1
9,993784/18,12,1600,400,44.0,176.0,APÓSITO TRANSPARENTE ADHESIVO-24,8,10,18,1018,81018,10-October,1,0,1,0,0,10,1,1,1
17,994249/18,54,60,60,99.0,99.0,APOSITO DE ESPUMA POLIURETANO-8,8,10,18,1018,81018,10-October,0,1,1,0,0,4,1,2,1
24,993913/18,26,670,10,5.3416,357.8872,APOSITO DE HIDROCOLOIDE-6,8,10,18,1018,81018,10-October,0,1,1,0,0,10,1,2,1
36,994179/18,15,80,10,47.3,378.4,APOSITO DE FIBRAS DE POLIACRILATO C/PLATA-6,8,10,18,1018,81018,10-October,1,0,1,0,0,10,1,1,1
0,896167/19,39,2,1,9.9,19.8,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,8,10,19,1019,81019,10-October,1,0,0,1,0,11,112,3,0
5,896751/19,40,50,5,12.1,121.0,APOSITO DE HIDROFIBRA  / CINTA-18,8,10,19,1019,81019,10-October,1,0,0,1,0,18,178,3,0
5,896169/19,40,10,5,12.1,24.2,APOSITO DE HIDROFIBRA  / CINTA-18,8,10,19,1019,81019,10-October,1,0,0,1,0,11,112,3,0
7,894426/19,45,600,100,539.0055,3234.033,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,8,10,19,1019,81019,10-October,0,1,1,0,0,13,1,2,1
11,895500/19,34,640,640,60.69888,60.69888,APÓSITO ABSORBENTE C/ ADHESIVO-22,8,10,19,1019,81019,10-October,0,1,1,0,0,13,1,2,1
12,894645/19,35,480,480,83.96784,83.96784,APÓSITO ABSORBENTE C/ ADHESIVO-23,8,10,19,1019,81019,10-October,0,1,1,0,0,0,2,2,1
21,894699/19,21,5000,1000,10.461204,52.30602,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,8,10,19,1019,81019,10-October,1,0,1,0,0,18,1,0,1
33,896183/19,67,12,12,77.88,77.88,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,8,10,19,1019,81019,10-October,1,0,0,1,0,12,146,3,0
39,895446/19,44,10,10,543.84,543.84,APOSITO ESPUMA DE POLIVINILO ALCOHOL  P/ TERAPIA CONVENCIONAL PRESION NEGATIVA-34,8,10,19,1019,81019,10-October,1,0,0,1,0,18,184,3,0
0,1064339/20,39,4,1,9.9,39.6,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,8,10,20,1020,81020,10-October,1,0,0,1,0,15,15,3,0
31,1066690/20,17,65,5,11.99,155.87,APOSITO DE HIDROCOLOIDE-7,8,10,20,1020,81020,10-October,0,1,1,0,0,10,1,2,1
20,1066526/20,30,1008,3,0.989571,332.495856,APOSITO DE HIDROCOLOIDE-9,8,10,20,1020,81020,10-October,0,1,1,0,0,0,2,2,1
25,1067010/20,11,80,80,429.44,429.44,APOSITO DE FIBRAS DE POLIACRILATO-3,8,10,20,1020,81020,10-October,0,1,1,0,0,0,2,2,1
27,1066687/20,47,120,10,18.59,223.08,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,8,10,20,1020,81020,10-October,0,1,1,0,0,0,2,2,1
1,994396/21,38,50,10,107.25,536.25,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,8,10,21,1021,81021,10-October,1,0,1,0,0,4,1,1,1
1,994401/21,38,60,10,107.25,643.5,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,8,10,21,1021,81021,10-October,1,0,1,0,0,18,1,1,1
23,994478/21,27,255,5,5.6529,288.2979,APOSITO DE HIDROCOLOIDE-3,8,10,21,1021,81021,10-October,0,1,1,0,0,10,1,2,1
41,995433/21,43,25,5,324.148,1620.74,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,8,10,21,1021,81021,10-October,1,0,0,1,0,11,113,3,0
42,995427/21,42,5,5,342.166,342.166,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,8,10,21,1021,81021,10-October,1,0,0,1,0,11,113,3,0
42,995564/21,42,5,5,342.166,342.166,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-36,8,10,21,1021,81021,10-October,1,0,0,1,0,11,113,3,0
8,994986/21,52,600,50,13.749996,164.999952,APÓSITO TRANSPARENTE ADHESIVO-20,8,10,21,1021,81021,10-October,0,1,1,0,0,18,1,2,1
9,994982/21,51,2000,2000,198.000012,198.000012,APÓSITO TRANSPARENTE ADHESIVO-24,8,10,21,1021,81021,10-October,0,1,1,0,0,0,2,2,1
15,994985/21,58,250,10,7.7055,192.6375,HIDROGEL-37,8,10,21,1021,81021,10-October,0,1,1,0,0,10,1,2,1
27,994578/21,47,180,180,334.62,334.62,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,8,10,21,1021,81021,10-October,0,1,1,0,0,10,1,2,1
33,995107/21,67,12,12,77.88,77.88,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,8,10,21,1021,81021,10-October,1,0,0,1,0,12,141,3,0
1,1019327/16,38,50,10,102.802,514.01,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,8,11,16,1116,81116,11-November,0,1,1,0,0,0,2,2,1
1,1019331/16,38,20,10,102.802,205.604,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,8,11,16,1116,81116,11-November,0,1,1,0,0,4,1,2,1
4,1019716/16,22,100,50,354.754125,709.50825,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,8,11,16,1116,81116,11-November,0,1,1,0,0,10,1,2,1
5,1019126/16,40,5,5,12.1,12.1,APOSITO DE HIDROFIBRA  / CINTA-18,8,11,16,1116,81116,11-November,1,0,0,1,0,11,113,3,0
8,1019306/16,13,400,200,61.6,123.2,APÓSITO TRANSPARENTE ADHESIVO-20,8,11,16,1116,81116,11-November,1,0,1,0,0,4,1,1,1
9,1019310/16,12,1200,400,44.0,132.0,APÓSITO TRANSPARENTE ADHESIVO-24,8,11,16,1116,81116,11-November,1,0,1,0,0,0,2,1,1
20,1019480/16,32,57,3,1.8513,35.1747,APOSITO DE HIDROCOLOIDE-9,8,11,16,1116,81116,11-November,1,0,1,0,0,10,1,1,1
20,1019481/16,32,120,3,1.8513,74.052,APOSITO DE HIDROCOLOIDE-9,8,11,16,1116,81116,11-November,1,0,1,0,0,4,1,1,1
21,1019639/16,21,7000,1000,10.461204,73.228428,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,8,11,16,1116,81116,11-November,1,0,1,0,0,6,1,0,1
24,1019488/16,24,630,10,5.3416,336.5208,APOSITO DE HIDROCOLOIDE-6,8,11,16,1116,81116,11-November,0,1,1,0,0,10,1,2,1
30,1019644/16,14,20,10,132.0,264.0,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,8,11,16,1116,81116,11-November,1,0,1,0,0,10,1,1,1
4,838205/17,22,550,50,354.754125,3902.295375,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,8,11,17,1117,81117,11-November,0,1,1,0,0,10,1,2,1
7,837928/17,45,100,100,539.0055,539.0055,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,8,11,17,1117,81117,11-November,0,1,1,0,0,0,2,2,1
18,838121/17,9,830,10,17.259,1432.497,APOSITO MALLADO C/ PARAFINA-38,8,11,17,1117,81117,11-November,0,1,1,0,0,10,1,2,1
20,837929/17,30,1260,3,1.8513,777.546,APOSITO DE HIDROCOLOIDE-9,8,11,17,1117,81117,11-November,1,0,1,0,0,0,2,1,1
1,1079915/18,38,50,10,102.802,514.01,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,8,11,18,1118,81118,11-November,1,0,1,0,0,0,2,1,1
1,1079919/18,38,60,10,102.802,616.812,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,8,11,18,1118,81118,11-November,1,0,1,0,0,10,1,1,1
4,1080558/18,22,50,50,354.754125,354.754125,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,8,11,18,1118,81118,11-November,0,1,1,0,0,0,2,2,1
4,1080560/18,22,450,50,354.754125,3192.787125,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,8,11,18,1118,81118,11-November,0,1,1,0,0,10,1,2,1
15,1080035/18,37,60,5,5.24537,62.94444,HIDROGEL-37,8,11,18,1118,81118,11-November,1,0,1,0,0,0,2,1,1
9,1079861/18,12,2000,400,44.0,220.0,APÓSITO TRANSPARENTE ADHESIVO-24,8,11,18,1118,81118,11-November,1,0,1,0,0,18,1,1,1
13,1080734/18,1,350,350,577.5,577.5,APÓSITO ADHESIVO ABSORBENTE IMPERMEABLE C/ BOLSA-21,8,11,18,1118,81118,11-November,0,1,0,1,0,6,95,3,0
27,1080069/18,47,120,10,20.9,250.8,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,8,11,18,1118,81118,11-November,1,0,1,0,0,0,2,1,1
33,1081531/18,67,12,12,77.88,77.88,ELIMINADOR DE ADHESIVOS MEDICOS DE LA PIEL-17,8,11,18,1118,81118,11-November,1,0,0,1,0,12,154,3,0
34,1080035/18,29,50,10,28.16,140.8,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-14,8,11,18,1118,81118,11-November,1,0,1,0,0,0,2,1,1
35,1080035/18,28,50,10,21.23,106.15,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,8,11,18,1118,81118,11-November,1,0,1,0,0,0,2,1,1
0,1044714/19,39,1,1,9.9,9.9,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,8,11,19,1119,81119,11-November,1,0,0,1,0,18,81,3,0
0,1048427/19,39,10,1,9.9,99.0,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,8,11,19,1119,81119,11-November,1,0,0,1,0,18,109,3,0
5,1047385/19,40,5,5,12.1,12.1,APOSITO DE HIDROFIBRA  / CINTA-18,8,11,19,1119,81119,11-November,1,0,0,1,0,11,151,3,0
5,1048132/19,40,20,5,12.1,48.4,APOSITO DE HIDROFIBRA  / CINTA-18,8,11,19,1119,81119,11-November,1,0,0,1,0,4,70,3,0
41,1048129/19,60,5,5,412.5,412.5,EQ. DE PRESION NEGATIVA / Espuma de poliuretano-32,8,11,19,1119,81119,11-November,1,0,0,1,0,4,111,3,0
47,1048130/19,49,5,5,114.95,114.95,APOSITO DE HIDROFIBRA HIDROCOLOIDE P/ BOMBA DE UN SOLO USO-26,8,11,19,1119,81119,11-November,1,0,0,1,0,4,111,3,0
9,1046715/19,12,2000,400,44.0,220.0,APÓSITO TRANSPARENTE ADHESIVO-24,8,11,19,1119,81119,11-November,1,0,1,0,0,18,1,1,1
17,1048349/19,54,210,10,16.5,346.5,APOSITO DE ESPUMA POLIURETANO-8,8,11,19,1119,81119,11-November,0,1,1,0,0,10,1,2,1
20,1047448/19,30,240,3,1.28271,102.6168,APOSITO DE HIDROCOLOIDE-9,8,11,19,1119,81119,11-November,1,0,1,0,0,18,1,1,1
30,1048350/19,14,100,10,132.0,1320.0,APÓSITO MALLADO C/ OLIGOSACÁRIDOS-1,8,11,19,1119,81119,11-November,1,0,1,0,0,10,1,1,1
32,1047856/19,66,170,10,61.40211,1043.83587,APOSITO C/ CARBON Y PLATA-4,8,11,19,1119,81119,11-November,0,1,1,0,0,18,1,2,1
44,1045317/19,48,4,1,111.1022,444.4088,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,8,11,19,1119,81119,11-November,1,0,0,1,0,4,150,3,0
0,1129294/21,39,5,1,11.22,56.1,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,8,11,21,1121,81121,11-November,1,0,0,1,0,18,172,3,0
0,1125987/21,39,2,1,11.22,22.44,GEL P/ LIMPIEZA  Y DESCONTAMINACION DE HERIDAS-15,8,11,21,1121,81121,11-November,1,0,0,1,0,18,81,3,0
1,1126984/21,38,280,10,107.25,3003.0,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,8,11,21,1121,81121,11-November,1,0,1,0,0,18,1,1,1
4,1129908/21,22,450,50,330.004125,2970.037125,APÓSITO DE ESPUMA DE POLIURETANO C/ SILICONA-3,8,11,21,1121,81121,11-November,0,1,1,0,0,10,1,2,1
15,1130016/21,58,300,10,7.7055,231.165,HIDROGEL-37,8,11,21,1121,81121,11-November,0,1,1,0,0,13,1,2,1
26,1129887/21,10,300,10,34.98,1049.4,APOSITO MALLADO C/ PARAFINA-39,8,11,21,1121,81121,11-November,0,1,1,0,0,10,1,2,1
27,1129533/21,47,1000,10,18.59,1859.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,8,11,21,1121,81121,11-November,0,1,1,0,0,13,1,2,1
35,1129480/21,28,50,10,20.899808,104.49904,APÓSITO DE ESPUMA DE POLIURETANO Y POLIACRILATO CON SILICONA-13,8,11,21,1121,81121,11-November,0,1,1,0,0,18,1,2,1
44,1127107/21,48,5,1,111.1022,555.511,BOMBA DE UN SOLO USO / TERAPIA PRESIÓN NEGATIVA-40,8,11,21,1121,81121,11-November,1,0,0,1,0,11,168,3,0
7,1359550/22,45,300,100,527.9985,1583.9955,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,8,11,22,1122,81122,11-November,0,1,1,0,0,10,1,2,1
17,1359459/22,31,180,10,13.959,251.262,APOSITO DE ESPUMA POLIURETANO-8,8,11,22,1122,81122,11-November,0,1,1,0,0,4,1,2,1
18,1356246/22,9,230,10,15.345,352.935,APOSITO MALLADO C/ PARAFINA-38,8,11,22,1122,81122,11-November,1,0,1,0,0,10,1,1,1
20,1359455/22,30,228,3,0.989571,75.207396,APOSITO DE HIDROCOLOIDE-9,8,11,22,1122,81122,11-November,0,1,1,0,0,10,1,2,1
24,1359453/22,26,500,10,4.6178,230.89,APOSITO DE HIDROCOLOIDE-6,8,11,22,1122,81122,11-November,0,1,1,0,0,13,1,2,1
29,1359972/22,57,200,100,20.37037,40.74074,APOSITO ABSORBENTE S/ ADHESIVO-25,8,11,22,1122,81122,11-November,1,0,1,0,0,10,1,1,1
2,10521/15,6,350,350,169.4,169.4,TIRA DE GASA ORILLADA TAPONAMIENTOS ESTERIL 1cm.-30,9,1,15,115,9115,1-January,1,0,1,0,0,13,1,1,1
23,13053/15,25,315,5,8.250039,519.752457,APOSITO DE HIDROCOLOIDE-3,9,1,15,115,9115,1-January,1,0,1,0,0,10,1,1,1
9,12856/15,12,2000,400,58.8,294.0,APÓSITO TRANSPARENTE ADHESIVO-24,9,1,15,115,9115,1-January,1,0,1,0,0,10,1,1,1
11,13171/15,34,640,640,68.288,68.288,APÓSITO ABSORBENTE C/ ADHESIVO-22,9,1,15,115,9115,1-January,1,0,1,0,0,13,1,1,1
12,13130/15,4,1800,300,61.722222,370.333332,APÓSITO ABSORBENTE C/ ADHESIVO-23,9,1,15,115,9115,1-January,1,0,1,0,0,18,1,1,1
19,13131/15,18,100,50,254.1,508.2,APOSITO DE ESPUMA POLIURETANO / SACRO-11,9,1,15,115,9115,1-January,1,0,1,0,0,0,2,1,1
19,13133/15,18,100,50,254.1,508.2,APOSITO DE ESPUMA POLIURETANO / SACRO-11,9,1,15,115,9115,1-January,1,0,1,0,0,10,1,1,1
1,10419/17,38,50,10,102.802,514.01,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,9,1,17,117,9117,1-January,0,1,1,0,0,10,1,2,1
20,10486/17,32,75,3,1.8513,46.2825,APOSITO DE HIDROCOLOIDE-9,9,1,17,117,9117,1-January,1,0,1,0,0,4,1,1,1
21,10644/17,21,1000,1000,10.461204,10.461204,APOSITO PARA PEQUEÑAS HERIDAS REDONDO-19,9,1,17,117,9117,1-January,1,0,1,0,0,18,1,1,1
24,10477/17,24,700,10,5.3416,373.912,APOSITO DE HIDROCOLOIDE-6,9,1,17,117,9117,1-January,0,1,1,0,0,10,1,2,1
27,10489/17,47,600,10,20.9,1254.0,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ ESPUMA POLIURETANO-12,9,1,17,117,9117,1-January,1,0,1,0,0,13,1,1,1
23,16043/18,27,300,5,6.599996,395.99976,APOSITO DE HIDROCOLOIDE-3,9,1,18,118,9118,1-January,0,1,1,0,0,10,1,2,1
1,20240/19,38,80,10,102.802,822.416,SOLUCION P/ LIMPIEZA Y DESCONTAMINACION DE HERIDAS-16,9,1,19,119,9119,1-January,1,0,1,0,0,18,1,1,1
7,19618/19,45,235,5,26.950275,1266.662925,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,9,1,19,119,9119,1-January,0,1,1,0,0,18,1,2,1
10,20400/19,20,25,5,13.497,67.485,APOSITO DE HIDROCOLOIDE C/ PLATA-2,9,1,19,119,9119,1-January,1,0,0,1,0,0,13,3,0
31,19618/19,17,130,5,12.65,328.9,APOSITO DE HIDROCOLOIDE-7,9,1,19,119,9119,1-January,0,1,1,0,0,18,1,2,1
31,18989/19,17,60,5,12.65,151.8,APOSITO DE HIDROCOLOIDE-7,9,1,19,119,9119,1-January,0,1,1,0,0,0,2,2,1
7,20435/19,45,600,100,539.0055,3234.033,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,9,1,19,119,9119,1-January,0,1,1,0,0,13,1,2,1
7,18989/19,45,200,100,539.0055,1078.011,APOSITO DE HIDROFIBRA DE HIDROCOLOIDE C/ PLATA-3,9,1,19,119,9119,1-January,0,1,1,0,0,0,2,2,1
